1,criar assunto especifico,1,0,1,1,2,0,0,0,0
1,criar assunto geral,1,0,3,2,5,0,0,0,0
1,criar posto/graduação,1,0,1,2,3,0,0,0,0
1,criar tipo de documento,1,1,1,0,2,0,0,0,0
1,criar qualificacao militar,1,3,2,1,6,0,0,0,0
2,visualizar assunto especifico,1,0,1,1,1,0,0,0,0
2,visualizar assunto geral,1,0,1,0,1,0,0,0,0
2,visualizar postos/graduações,1,0,1,0,1,0,0,0,0
2,visualizar tipos de documento,1,1,0,0,1,0,0,0,0
2,visualizar qualificações militar,1,0,0,1,1,0,0,0,0
3,excluir assunto especifico,1,1,1,0,2,0,0,0,0
3,atualizar assunto especifico,1,1,1,0,2,0,0,0,0
3,excluir assunto geral,1,0,1,1,2,0,0,0,0
3,atualizar assunto geral,1,2,3,1,6,0,0,0,0
3,excluir posto/graduação,1,0,1,0,1,0,0,0,0
3,atualizar posto/graduação,1,0,1,1,2,0,0,0,0
4,excluir tipo de documento,1,0,0,1,1,0,0,0,0
4,atualizar tipo de documento,1,0,0,1,1,0,0,0,0
4,excluir qualificação militar,1,0,0,1,1,0,0,0,0
4,atualizar qualificacao militar,1,0,0,1,1,0,0,0,0
4,visualizar tipos de boletim,1,0,0,1,1,0,0,0,0
4,excluir tipo de boletim,1,0,0,1,1,0,0,0,0
5,atualizar tipo de boletim,1,0,0,2,2,0,0,0,0
5,criar tipo de boletim,1,0,0,9,9,0,0,0,0
5,visualizar categoria,1,0,0,2,2,0,0,0,0
5,excluir categoria,1,0,0,2,2,0,0,0,0
6,atualizar categoria,1,0,0,1,1,0,0,0,0
6,criar categoria,1,0,0,4,4,0,0,0,0
6,Visualizar Militar,1,0,0,2,2,0,0,0,0
6,Excluir Militar,1,0,0,2,2,0,0,0,0
7,Atualizar Militar,1,0,0,11,11,0,0,0,0
7,Cadastrar Militar,1,0,0,14,14,0,0,0,0
7,visualizar parte boletim,1,0,0,2,2,0,0,0,0
8,excluir parte boletim,1,0,0,2,2,0,0,0,0
8,atualizar parte boletim,1,0,0,2,2,0,0,0,0
8,criar parte boletim,1,0,0,5,5,0,0,0,0
8,visualizar secao,1,0,0,2,2,0,0,0,0
9,atualizar secao,1,0,0,3,3,0,0,0,0
9,excluir secao,1,0,0,2,2,0,0,0,0
9,cadastrar secao,1,0,0,3,3,0,0,0,0
10,visualizar organizacao militar,1,0,0,2,2,0,0,0,0
10,excluir organizacao militar,1,0,0,2,2,0,0,0,0
10,atualizar organizacao militar,1,0,0,6,6,0,0,0,0
10,criar organizacao militar,1,0,0,6,6,0,0,0,0
11,visualizar secao boletim,1,0,0,2,2,0,0,0,0
11,excluir secao boletim,1,0,0,2,2,0,0,0,0
11,atualizar secao boletim,1,0,0,2,2,0,0,0,0
11,criar secao boletim,1,0,0,5,5,0,0,0,0
12,visualizar notas,2,0,0,6,6,0,0,0,0
12,criar notas para boletim,2,0,0,3,3,0,0,0,0
13,criar boletins,2,0,0,2,2,0,0,0,0
13,excluir nota,1,0,0,2,2,0,0,0,0
13,alterar notas,1,0,0,2,2,0,0,0,0
14,gerar pdf de nota,3,0,0,2,2,0,0,0,0
14,visualizar funcao,1,0,0,2,2,0,0,0,0
14,excluir funcao,1,0,0,2,2,0,0,0,0
14,atualizar funcao,1,0,0,6,6,0,0,0,0
14,cadastrar funcao,1,0,0,7,7,0,0,0,0
15,enviar notas para aprovação,3,0,0,1,1,0,0,0,0
15,Enviar Notas para publicação,2,0,0,2,2,0,0,0,0
15,Excluir Nota do Boletim,1,0,0,2,2,0,0,0,0
15,Enviar Notas para o Boletim,2,0,0,2,2,0,0,0,0
16,excluir boletim,1,0,0,2,2,0,0,0,0
16,alterar boletins,2,0,0,2,2,0,0,0,0
16,associar notas publicadas boletim,5,0,0,4,4,0,0,0,0
16,visualizar boletim,3,0,0,1,1,0,0,0,0
